order_id,product_category,brand,price,discount_percent,discounted_price,quantity_sold,total_revenue,rating,review_count,customer_region,customer_city,payment_method,order_status,shipping_method,customer_segment,sales_channel,device_type,product_condition,seller_type,return_status,delivery_rating,season,promotion_type,membership,gender,delivery_days
10774,Beauty,Lenovo,66041.55,36,42266.59,4,169066.36,4.3,33744,South,Visakhapatnam,UPI,Returned,Same Day,VIP,Amazon.in,Tablet,Renewed,Amazon,Not Returned,Average,Monsoon,Coupon,Non-Prime,Male,9
10775,Home & Kitchen,Apple,22996.94,59,9428.75,4,37715.0,2.5,22881,West,Kolkata,Credit Card,Cancelled,Prime,New,Amazon.in,Tablet,New,Amazon,Not Returned,Good,Winter,Bank Offer,Non-Prime,Female,6
10776,Books,Lenovo,42418.01,32,28844.25,9,259598.25,3.2,12801,North,Delhi,Amazon Pay,Delivered,Express,Premium,Amazon App,Tablet,New,Marketplace,Returned,Poor,Summer,Lightning Deal,Non-Prime,Other,7
10777,Electronics,Amazon Basics,84657.39,22,66032.76,6,396196.56,4.1,10548,North,Visakhapatnam,Cash on Delivery,Cancelled,Express,New,Amazon App,Desktop,New,Amazon,Not Returned,Poor,Monsoon,Lightning Deal,Prime,Male,4
10778,Toys,Apple,67085.12,57,28846.6,8,230772.8,3.0,32886,South,Warangal,Amazon Pay,Cancelled,Same Day,Premium,Desktop Web,Tablet,New,Amazon,Not Returned,Average,Winter,Bank Offer,Prime,Female,1
10779,Toys,Samsung,73329.33,10,65996.4,8,527971.2,3.3,34310,Central,Chennai,UPI,Returned,Prime,Regular,Amazon App,Desktop,Renewed,Marketplace,Returned,Average,Monsoon,Lightning Deal,Non-Prime,Other,5
10780,Fashion,HP,58818.97,23,45290.61,7,317034.27,3.7,19427,North,Delhi,Net Banking,Returned,Express,VIP,Mobile Web,Mobile,Renewed,Amazon,Not Returned,Excellent,Monsoon,Bank Offer,Prime,Female,2
10781,Electronics,Sony,45067.74,23,34702.16,3,104106.48,3.6,972,West,Kolkata,Net Banking,Processing,Express,New,Amazon.in,Tablet,New,Marketplace,Not Returned,Excellent,Summer,Lightning Deal,Prime,Male,8
10782,Fashion,Puma,75952.39,6,71395.25,10,713952.5,2.8,33683,East,Pune,UPI,Processing,Express,New,Amazon.in,Mobile,New,Amazon,Not Returned,Poor,Winter,Festival Sale,Prime,Female,4
10783,Toys,Puma,6978.0,49,3558.78,1,3558.78,4.8,6621,East,Delhi,Cash on Delivery,Cancelled,Standard,VIP,Amazon.in,Tablet,Renewed,Marketplace,Returned,Poor,Monsoon,Bank Offer,Prime,Female,1
10784,Beauty,Sony,67380.44,20,53904.35,5,269521.75,2.6,26013,East,Warangal,UPI,Shipped,Prime,VIP,Amazon App,Desktop,Renewed,Marketplace,Not Returned,Excellent,Spring,Coupon,Non-Prime,Female,10
10785,Home & Kitchen,Philips,99720.01,19,80773.21,10,807732.1,4.4,49738,Central,Hyderabad,Cash on Delivery,Shipped,Express,Regular,Amazon.in,Desktop,Renewed,Amazon,Returned,Excellent,Winter,Festival Sale,Non-Prime,Female,7
10786,Electronics,Amazon Basics,78062.15,52,37469.83,10,374698.3,2.7,14530,South,Pune,Debit Card,Processing,Standard,Regular,Amazon.in,Desktop,Renewed,Marketplace,Returned,Average,Spring,Coupon,Prime,Other,2
10787,Grocery,Lenovo,29197.24,9,26569.49,2,53138.98,3.7,7354,West,Visakhapatnam,UPI,Shipped,Prime,New,Amazon.in,Mobile,Renewed,Amazon,Returned,Good,Summer,Lightning Deal,Non-Prime,Male,3
10788,Toys,Samsung,27925.39,24,21223.3,10,212233.0,2.9,46529,Central,Pune,Cash on Delivery,Processing,Express,Regular,Desktop Web,Tablet,New,Amazon,Not Returned,Average,Spring,Coupon,Prime,Other,9
10789,Toys,Nike,66787.42,46,36065.21,2,72130.42,2.9,37359,West,Mumbai,UPI,Returned,Same Day,Premium,Desktop Web,Mobile,New,Marketplace,Not Returned,Excellent,Winter,Festival Sale,Prime,Female,9
10790,Grocery,Apple,89605.25,35,58243.41,7,407703.87,2.8,23223,West,Warangal,UPI,Cancelled,Standard,Regular,Amazon App,Desktop,Renewed,Amazon,Not Returned,Poor,Monsoon,Bank Offer,Non-Prime,Female,2
10791,Sports,Amazon Basics,57878.38,47,30675.54,3,92026.62,3.6,41232,South,Delhi,Cash on Delivery,Delivered,Standard,Regular,Amazon.in,Mobile,Renewed,Marketplace,Returned,Excellent,Monsoon,No Promotion,Non-Prime,Male,3
10792,Toys,Apple,52833.75,46,28530.22,8,228241.76,3.8,12550,East,Mumbai,Cash on Delivery,Cancelled,Express,New,Amazon App,Desktop,New,Amazon,Returned,Poor,Winter,Coupon,Prime,Male,9
10793,Books,Samsung,16205.34,14,13936.59,9,125429.31,2.8,22660,South,Pune,Credit Card,Processing,Express,Premium,Amazon.in,Desktop,Renewed,Amazon,Not Returned,Poor,Monsoon,No Promotion,Prime,Other,1
10794,Beauty,boAt,71601.6,43,40812.91,8,326503.28,4.9,31029,Central,Mumbai,UPI,Processing,Standard,Regular,Amazon.in,Desktop,New,Marketplace,Returned,Poor,Spring,Coupon,Prime,Other,2
10795,Electronics,boAt,70288.4,39,42875.92,6,257255.52,3.1,30268,Central,Bengaluru,Net Banking,Cancelled,Same Day,Premium,Amazon.in,Tablet,New,Amazon,Not Returned,Poor,Monsoon,Coupon,Prime,Male,2
10796,Grocery,Amazon Basics,96700.75,39,58987.46,5,294937.3,3.6,47119,Central,Warangal,UPI,Processing,Same Day,Premium,Amazon App,Tablet,New,Amazon,Not Returned,Good,Monsoon,Bank Offer,Non-Prime,Other,10
10797,Books,HP,30158.18,49,15380.67,3,46142.01,3.0,26340,South,Vijayawada,UPI,Shipped,Prime,Premium,Amazon App,Desktop,New,Amazon,Not Returned,Excellent,Spring,Lightning Deal,Non-Prime,Female,3
10798,Grocery,Samsung,75692.26,5,71907.65,3,215722.95,3.7,4290,West,Hyderabad,Cash on Delivery,Shipped,Express,VIP,Amazon.in,Mobile,Renewed,Amazon,Not Returned,Average,Spring,Festival Sale,Prime,Female,10
10799,Electronics,Samsung,43518.71,36,27851.97,7,194963.79,4.4,30138,West,Pune,UPI,Processing,Same Day,VIP,Mobile Web,Mobile,Renewed,Amazon,Not Returned,Poor,Spring,Festival Sale,Prime,Male,3
10800,Fashion,Sony,55934.58,1,55375.23,5,276876.15,3.8,6446,North,Warangal,Amazon Pay,Processing,Prime,VIP,Amazon App,Tablet,New,Amazon,Not Returned,Poor,Summer,Festival Sale,Non-Prime,Other,10
10801,Electronics,HP,81681.09,11,72696.17,6,436177.02,3.2,13432,Central,Vijayawada,UPI,Shipped,Same Day,VIP,Desktop Web,Desktop,Renewed,Amazon,Not Returned,Average,Spring,Lightning Deal,Prime,Female,2
10802,Sports,Lenovo,22354.11,57,9612.27,6,57673.62,3.1,1522,West,Vijayawada,Amazon Pay,Processing,Express,New,Amazon App,Mobile,Renewed,Amazon,Returned,Average,Spring,No Promotion,Non-Prime,Male,8
10803,Electronics,Lenovo,34417.3,3,33384.78,9,300463.02,4.4,33329,North,Kolkata,Net Banking,Processing,Prime,Regular,Amazon.in,Desktop,Renewed,Marketplace,Not Returned,Poor,Summer,Festival Sale,Prime,Other,8
10804,Electronics,Nike,77375.21,22,60352.66,1,60352.66,2.8,3540,West,Mumbai,Cash on Delivery,Cancelled,Prime,VIP,Mobile Web,Mobile,Renewed,Amazon,Returned,Average,Monsoon,No Promotion,Non-Prime,Female,8
10805,Sports,Puma,57130.7,12,50275.02,8,402200.16,3.4,12328,Central,Vijayawada,UPI,Delivered,Prime,New,Amazon.in,Tablet,New,Amazon,Returned,Average,Spring,Lightning Deal,Prime,Other,2
10806,Beauty,boAt,9422.81,16,7915.16,10,79151.6,2.9,34247,East,Bengaluru,Amazon Pay,Shipped,Same Day,Regular,Desktop Web,Desktop,Renewed,Marketplace,Not Returned,Good,Winter,Lightning Deal,Prime,Other,9
10807,Toys,Lenovo,43131.55,30,30192.08,5,150960.4,3.1,6677,Central,Warangal,Amazon Pay,Cancelled,Express,VIP,Amazon App,Desktop,New,Marketplace,Returned,Average,Spring,Bank Offer,Prime,Other,7
10808,Electronics,HP,58745.0,15,49933.25,6,299599.5,2.9,41616,South,Chennai,Amazon Pay,Delivered,Prime,Regular,Amazon App,Mobile,New,Marketplace,Returned,Excellent,Spring,Festival Sale,Non-Prime,Male,5
10809,Sports,Samsung,90968.83,40,54581.3,6,327487.8,4.7,49741,West,Chennai,Debit Card,Processing,Standard,VIP,Amazon.in,Mobile,Renewed,Amazon,Returned,Excellent,Summer,Bank Offer,Non-Prime,Female,7
10810,Books,Lenovo,19010.11,25,14257.58,1,14257.58,4.3,25947,West,Pune,Credit Card,Processing,Express,New,Amazon.in,Mobile,New,Marketplace,Not Returned,Excellent,Winter,Festival Sale,Prime,Male,8
10811,Fashion,Samsung,80633.11,27,58862.17,3,176586.51,3.9,45534,South,Visakhapatnam,Net Banking,Cancelled,Standard,Premium,Desktop Web,Desktop,Renewed,Marketplace,Not Returned,Poor,Monsoon,Lightning Deal,Prime,Female,9
10812,Fashion,Lenovo,13235.32,0,13235.32,6,79411.92,3.1,13520,South,Mumbai,UPI,Processing,Standard,Premium,Mobile Web,Tablet,Renewed,Amazon,Not Returned,Excellent,Monsoon,Lightning Deal,Prime,Female,2
10813,Electronics,boAt,24374.12,46,13162.02,9,118458.18,3.8,44711,East,Visakhapatnam,Debit Card,Returned,Prime,Regular,Desktop Web,Tablet,New,Amazon,Not Returned,Good,Winter,Coupon,Prime,Male,6
10814,Beauty,Apple,24484.72,11,21791.4,6,130748.4,3.8,22805,West,Vijayawada,UPI,Cancelled,Prime,New,Mobile Web,Mobile,Renewed,Marketplace,Not Returned,Excellent,Spring,Coupon,Non-Prime,Male,9
10815,Beauty,Lenovo,87771.42,36,56173.71,6,337042.26,4.0,30444,West,Warangal,UPI,Delivered,Same Day,Premium,Amazon App,Tablet,New,Marketplace,Returned,Poor,Summer,Lightning Deal,Non-Prime,Female,6
10816,Books,HP,20060.97,54,9228.05,1,9228.05,2.7,20143,East,Pune,Cash on Delivery,Cancelled,Same Day,VIP,Mobile Web,Mobile,New,Amazon,Returned,Good,Winter,Lightning Deal,Non-Prime,Female,2
10817,Electronics,Lenovo,78737.68,55,35431.96,9,318887.64,4.9,10292,North,Delhi,Cash on Delivery,Shipped,Same Day,Premium,Mobile Web,Tablet,Renewed,Amazon,Not Returned,Excellent,Winter,No Promotion,Prime,Female,1
10818,Fashion,Puma,46287.29,49,23606.52,4,94426.08,3.7,42844,East,Vijayawada,Cash on Delivery,Cancelled,Express,Regular,Amazon App,Desktop,Renewed,Amazon,Returned,Good,Monsoon,No Promotion,Prime,Other,3
10819,Beauty,boAt,99908.26,19,80925.69,2,161851.38,4.8,16017,Central,Mumbai,Debit Card,Processing,Same Day,Regular,Amazon App,Mobile,Renewed,Amazon,Returned,Good,Summer,Bank Offer,Non-Prime,Female,5
10820,Electronics,HP,83940.33,1,83100.93,1,83100.93,2.5,25323,West,Chennai,UPI,Processing,Standard,New,Amazon App,Tablet,New,Amazon,Returned,Poor,Winter,Coupon,Prime,Male,7
10821,Grocery,Sony,74021.37,35,48113.89,3,144341.67,3.1,41423,South,Kolkata,Credit Card,Returned,Same Day,Regular,Desktop Web,Desktop,Renewed,Marketplace,Returned,Poor,Summer,Coupon,Non-Prime,Male,10
10822,Beauty,HP,87097.49,14,74903.84,3,224711.52,2.8,41713,Central,Warangal,Net Banking,Returned,Prime,Premium,Amazon App,Tablet,New,Amazon,Not Returned,Good,Spring,Lightning Deal,Non-Prime,Male,10
10823,Sports,Puma,63475.23,37,39989.39,5,199946.95,4.4,22320,West,Hyderabad,Cash on Delivery,Returned,Same Day,Premium,Amazon.in,Desktop,New,Amazon,Not Returned,Excellent,Monsoon,Lightning Deal,Non-Prime,Female,3
10824,Grocery,Apple,84395.5,21,66672.45,1,66672.45,3.3,8774,East,Visakhapatnam,Cash on Delivery,Delivered,Express,Premium,Amazon App,Desktop,Renewed,Amazon,Not Returned,Poor,Spring,Bank Offer,Non-Prime,Female,9
10825,Toys,boAt,26259.46,43,14967.89,7,104775.23,4.6,2205,Central,Pune,UPI,Returned,Express,Premium,Amazon App,Tablet,Renewed,Amazon,Returned,Good,Summer,Coupon,Prime,Other,10
10826,Beauty,Sony,9949.78,60,3979.91,1,3979.91,4.6,12342,West,Visakhapatnam,UPI,Delivered,Standard,New,Amazon App,Tablet,Renewed,Amazon,Returned,Average,Spring,No Promotion,Non-Prime,Other,4
10827,Fashion,Puma,61669.01,49,31451.2,4,125804.8,4.2,4027,North,Warangal,Debit Card,Returned,Express,VIP,Mobile Web,Desktop,New,Marketplace,Not Returned,Average,Monsoon,Festival Sale,Prime,Male,10
10828,Home & Kitchen,Puma,43581.1,31,30070.96,6,180425.76,4.2,16327,North,Visakhapatnam,Debit Card,Delivered,Same Day,VIP,Desktop Web,Desktop,Renewed,Amazon,Not Returned,Poor,Summer,Bank Offer,Non-Prime,Other,2
10829,Grocery,Amazon Basics,42757.79,58,17958.27,1,17958.27,4.3,21200,South,Warangal,Cash on Delivery,Cancelled,Prime,New,Amazon App,Desktop,New,Marketplace,Returned,Excellent,Winter,Festival Sale,Non-Prime,Other,3
10830,Toys,boAt,52768.44,19,42742.44,7,299197.08,4.2,7188,West,Visakhapatnam,UPI,Cancelled,Express,Regular,Desktop Web,Mobile,Renewed,Amazon,Not Returned,Average,Spring,No Promotion,Non-Prime,Male,5
10831,Books,HP,36264.98,35,23572.24,10,235722.4,3.5,2808,North,Bengaluru,Credit Card,Processing,Standard,VIP,Amazon.in,Desktop,Renewed,Marketplace,Not Returned,Average,Monsoon,No Promotion,Non-Prime,Female,3
10832,Books,Samsung,62679.74,32,42622.22,7,298355.54,4.2,13851,East,Delhi,Net Banking,Delivered,Same Day,Regular,Amazon.in,Mobile,New,Marketplace,Returned,Average,Winter,Festival Sale,Prime,Other,5
10833,Fashion,Apple,3249.72,14,2794.76,3,8384.28,4.7,15354,West,Vijayawada,UPI,Shipped,Standard,VIP,Amazon App,Desktop,New,Amazon,Returned,Excellent,Monsoon,Bank Offer,Prime,Female,4
10834,Beauty,Samsung,96994.16,49,49467.02,4,197868.08,3.3,15058,East,Vijayawada,UPI,Processing,Express,Regular,Amazon.in,Mobile,Renewed,Amazon,Not Returned,Excellent,Summer,Festival Sale,Prime,Male,10
10835,Electronics,HP,92484.96,45,50866.73,6,305200.38,4.9,14620,East,Mumbai,Amazon Pay,Cancelled,Express,New,Desktop Web,Desktop,Renewed,Amazon,Returned,Poor,Summer,Bank Offer,Prime,Male,3
10836,Beauty,HP,93538.96,2,91668.18,7,641677.26,2.5,31230,North,Hyderabad,Debit Card,Delivered,Standard,Premium,Mobile Web,Desktop,Renewed,Amazon,Not Returned,Poor,Spring,Bank Offer,Non-Prime,Other,6
10837,Fashion,boAt,36626.35,28,26370.97,4,105483.88,3.4,36681,West,Hyderabad,Net Banking,Returned,Same Day,Regular,Amazon App,Desktop,Renewed,Amazon,Returned,Average,Monsoon,Lightning Deal,Prime,Male,8
10838,Books,HP,53281.72,46,28772.13,10,287721.3,2.8,17803,Central,Mumbai,Cash on Delivery,Shipped,Express,Premium,Amazon.in,Tablet,Renewed,Marketplace,Returned,Excellent,Monsoon,Coupon,Prime,Male,4
10839,Beauty,Amazon Basics,95421.23,26,70611.71,9,635505.39,2.8,2167,North,Kolkata,UPI,Cancelled,Prime,Regular,Desktop Web,Tablet,New,Amazon,Not Returned,Good,Monsoon,Coupon,Non-Prime,Male,9
10840,Books,Sony,90253.14,4,86643.01,9,779787.09,4.5,2144,North,Vijayawada,Cash on Delivery,Processing,Express,Regular,Desktop Web,Desktop,New,Amazon,Returned,Average,Summer,No Promotion,Prime,Other,6
10841,Grocery,HP,79065.4,58,33207.47,9,298867.23,4.8,2167,West,Kolkata,UPI,Delivered,Same Day,Regular,Amazon.in,Mobile,New,Marketplace,Not Returned,Poor,Spring,Lightning Deal,Prime,Other,5
10842,Toys,Samsung,40850.69,55,18382.81,10,183828.1,4.4,42520,West,Warangal,Cash on Delivery,Shipped,Express,Regular,Desktop Web,Mobile,New,Amazon,Returned,Excellent,Monsoon,Coupon,Prime,Other,3
10843,Electronics,HP,56520.05,30,39564.03,6,237384.18,4.9,42136,East,Warangal,Net Banking,Delivered,Standard,Regular,Desktop Web,Desktop,Renewed,Marketplace,Not Returned,Poor,Monsoon,Bank Offer,Prime,Male,5
10844,Grocery,Amazon Basics,79331.66,21,62672.01,2,125344.02,3.0,25844,West,Chennai,Debit Card,Returned,Express,Premium,Amazon App,Tablet,New,Amazon,Returned,Poor,Winter,Bank Offer,Non-Prime,Female,5
10845,Books,Lenovo,27445.6,34,18114.1,2,36228.2,2.9,28163,East,Visakhapatnam,Net Banking,Processing,Express,Regular,Desktop Web,Mobile,New,Marketplace,Returned,Excellent,Monsoon,Festival Sale,Non-Prime,Male,4
10846,Books,Lenovo,62718.65,53,29477.77,4,117911.08,3.8,22920,North,Hyderabad,Amazon Pay,Delivered,Same Day,Premium,Amazon.in,Tablet,New,Amazon,Not Returned,Average,Spring,Festival Sale,Prime,Other,6
10847,Home & Kitchen,Puma,82826.85,6,77857.24,9,700715.16,4.6,17550,South,Chennai,Credit Card,Cancelled,Standard,New,Amazon App,Mobile,Renewed,Marketplace,Returned,Excellent,Winter,Bank Offer,Non-Prime,Female,3
10848,Home & Kitchen,Apple,70802.99,5,67262.84,3,201788.52,2.6,36343,Central,Delhi,Debit Card,Processing,Same Day,VIP,Amazon.in,Desktop,New,Marketplace,Not Returned,Average,Winter,Bank Offer,Prime,Female,10
10849,Grocery,Nike,48051.17,25,36038.38,6,216230.28,5.0,18254,North,Mumbai,Net Banking,Cancelled,Express,Regular,Mobile Web,Tablet,Renewed,Amazon,Returned,Poor,Winter,Festival Sale,Prime,Other,1
10850,Sports,Sony,58542.91,53,27515.17,2,55030.34,4.0,49311,West,Mumbai,Amazon Pay,Delivered,Prime,VIP,Amazon.in,Mobile,New,Amazon,Returned,Excellent,Summer,Coupon,Prime,Female,7
10851,Grocery,Philips,98868.82,0,98868.82,1,98868.82,4.9,40011,Central,Warangal,Credit Card,Processing,Express,Premium,Amazon.in,Desktop,Renewed,Amazon,Not Returned,Good,Winter,No Promotion,Non-Prime,Female,7
10852,Home & Kitchen,Puma,60277.38,18,49427.45,5,247137.25,3.4,20147,South,Vijayawada,Amazon Pay,Cancelled,Same Day,New,Amazon App,Desktop,New,Marketplace,Returned,Average,Monsoon,Festival Sale,Non-Prime,Other,4
10853,Books,Apple,78603.65,6,73887.43,8,591099.44,3.6,12926,South,Kolkata,UPI,Returned,Prime,New,Desktop Web,Desktop,Renewed,Marketplace,Returned,Good,Summer,Coupon,Non-Prime,Female,9
10854,Fashion,Lenovo,72714.16,35,47264.2,10,472642.0,4.4,33823,East,Hyderabad,UPI,Returned,Same Day,New,Amazon.in,Tablet,New,Marketplace,Not Returned,Average,Summer,Coupon,Non-Prime,Female,2
10855,Grocery,Samsung,70207.76,11,62484.91,10,624849.1,4.5,49485,Central,Chennai,Cash on Delivery,Delivered,Same Day,VIP,Amazon App,Tablet,Renewed,Amazon,Returned,Excellent,Summer,Coupon,Non-Prime,Other,1
10856,Books,Philips,71692.63,19,58071.03,2,116142.06,3.1,23991,East,Kolkata,Debit Card,Processing,Standard,Premium,Mobile Web,Desktop,Renewed,Amazon,Not Returned,Good,Summer,Lightning Deal,Non-Prime,Female,3
10857,Fashion,Apple,45549.09,22,35528.29,10,355282.9,4.8,41851,North,Chennai,UPI,Shipped,Prime,Regular,Amazon App,Tablet,New,Marketplace,Not Returned,Excellent,Summer,Lightning Deal,Prime,Female,7
10858,Fashion,Apple,47520.19,24,36115.34,9,325038.06,4.7,27563,Central,Visakhapatnam,Amazon Pay,Processing,Express,Regular,Amazon App,Mobile,Renewed,Amazon,Not Returned,Average,Summer,Coupon,Non-Prime,Female,9
10859,Home & Kitchen,Puma,46891.7,29,33293.11,8,266344.88,2.5,30688,North,Delhi,Debit Card,Returned,Same Day,Premium,Desktop Web,Desktop,Renewed,Marketplace,Returned,Average,Summer,Bank Offer,Prime,Female,2
10860,Grocery,Philips,3517.81,58,1477.48,3,4432.44,2.8,29023,East,Delhi,UPI,Cancelled,Express,VIP,Amazon.in,Desktop,New,Amazon,Returned,Average,Winter,Lightning Deal,Prime,Other,6
10861,Beauty,boAt,24257.32,60,9702.93,1,9702.93,3.7,34130,Central,Kolkata,Cash on Delivery,Shipped,Standard,Regular,Mobile Web,Tablet,New,Amazon,Not Returned,Average,Spring,Festival Sale,Non-Prime,Male,3
10862,Electronics,Nike,15624.49,28,11249.63,4,44998.52,3.7,925,East,Kolkata,Net Banking,Delivered,Standard,Premium,Amazon App,Desktop,Renewed,Marketplace,Returned,Poor,Monsoon,Lightning Deal,Prime,Male,5
10863,Home & Kitchen,boAt,88666.21,30,62066.35,8,496530.8,4.3,16321,Central,Kolkata,Cash on Delivery,Shipped,Prime,Regular,Amazon.in,Mobile,New,Amazon,Not Returned,Average,Monsoon,Bank Offer,Prime,Female,9
10864,Home & Kitchen,Philips,27640.94,17,22941.98,3,68825.94,2.7,10769,East,Chennai,Credit Card,Delivered,Standard,New,Amazon.in,Tablet,New,Amazon,Returned,Good,Winter,No Promotion,Prime,Other,3
10865,Beauty,boAt,14015.57,40,8409.34,10,84093.4,4.1,36748,South,Visakhapatnam,UPI,Shipped,Standard,Regular,Amazon App,Tablet,New,Amazon,Not Returned,Average,Winter,Lightning Deal,Non-Prime,Other,1
10866,Electronics,Amazon Basics,12151.74,18,9964.43,2,19928.86,4.0,40028,East,Bengaluru,Credit Card,Delivered,Express,VIP,Amazon.in,Desktop,Renewed,Amazon,Not Returned,Excellent,Summer,Coupon,Non-Prime,Female,5
10867,Books,Lenovo,70057.99,53,32927.26,7,230490.82,3.1,16151,South,Kolkata,Credit Card,Delivered,Standard,Premium,Amazon App,Desktop,Renewed,Amazon,Returned,Poor,Spring,Coupon,Prime,Male,1
10868,Sports,Amazon Basics,806.11,3,781.93,4,3127.72,3.9,10597,East,Vijayawada,Amazon Pay,Shipped,Standard,VIP,Amazon App,Desktop,Renewed,Marketplace,Not Returned,Good,Summer,Coupon,Non-Prime,Female,8
10869,Grocery,HP,47235.18,0,47235.18,6,283411.08,3.1,34187,Central,Hyderabad,Debit Card,Shipped,Same Day,Premium,Amazon App,Tablet,Renewed,Amazon,Not Returned,Poor,Winter,No Promotion,Prime,Other,7
10870,Sports,boAt,12062.34,40,7237.4,5,36187.0,2.9,43835,Central,Hyderabad,Amazon Pay,Delivered,Standard,New,Mobile Web,Desktop,Renewed,Marketplace,Returned,Poor,Summer,Bank Offer,Non-Prime,Other,2
10871,Books,HP,84995.41,58,35698.07,2,71396.14,3.9,59,Central,Chennai,UPI,Returned,Same Day,Premium,Amazon App,Mobile,Renewed,Amazon,Not Returned,Poor,Monsoon,Festival Sale,Prime,Male,9
10872,Toys,Samsung,95852.35,14,82433.02,10,824330.2,4.9,35292,West,Kolkata,Credit Card,Shipped,Standard,Regular,Desktop Web,Desktop,Renewed,Amazon,Not Returned,Excellent,Monsoon,Bank Offer,Prime,Other,5
10873,Home & Kitchen,Sony,95882.71,53,45064.87,2,90129.74,3.1,20181,North,Warangal,Net Banking,Processing,Standard,Regular,Amazon.in,Desktop,New,Marketplace,Returned,Poor,Summer,No Promotion,Non-Prime,Other,7
10874,Electronics,Samsung,44307.02,7,41205.53,9,370849.77,3.4,27235,Central,Mumbai,Credit Card,Cancelled,Prime,New,Mobile Web,Tablet,Renewed,Marketplace,Not Returned,Poor,Spring,Coupon,Non-Prime,Other,4
10875,Home & Kitchen,Philips,64521.58,14,55488.56,10,554885.6,3.1,28672,South,Bengaluru,Net Banking,Delivered,Prime,Premium,Amazon.in,Desktop,Renewed,Amazon,Not Returned,Average,Summer,Bank Offer,Non-Prime,Male,1
10876,Fashion,Apple,60049.47,14,51642.54,2,103285.08,3.2,1578,Central,Vijayawada,Amazon Pay,Delivered,Same Day,New,Mobile Web,Tablet,New,Amazon,Not Returned,Excellent,Summer,Festival Sale,Non-Prime,Other,8
10877,Home & Kitchen,Lenovo,35132.88,49,17917.77,8,143342.16,3.5,45366,West,Visakhapatnam,Amazon Pay,Cancelled,Standard,Regular,Desktop Web,Desktop,New,Marketplace,Not Returned,Good,Spring,Coupon,Non-Prime,Female,1
10878,Home & Kitchen,boAt,44516.64,38,27600.32,8,220802.56,4.3,47295,South,Warangal,Debit Card,Returned,Express,VIP,Mobile Web,Mobile,New,Marketplace,Not Returned,Good,Spring,Festival Sale,Prime,Male,3
10879,Books,Puma,6618.5,21,5228.62,1,5228.62,2.6,16047,West,Delhi,Credit Card,Cancelled,Prime,New,Mobile Web,Mobile,Renewed,Marketplace,Not Returned,Good,Spring,Lightning Deal,Prime,Female,6
10880,Books,Sony,79609.76,17,66076.1,1,66076.1,4.9,32160,South,Warangal,Cash on Delivery,Shipped,Express,VIP,Mobile Web,Tablet,New,Marketplace,Not Returned,Excellent,Monsoon,Festival Sale,Prime,Female,8
10881,Books,Nike,24231.19,15,20596.51,4,82386.04,2.6,33475,East,Chennai,Amazon Pay,Cancelled,Prime,VIP,Amazon.in,Tablet,Renewed,Amazon,Not Returned,Good,Summer,Coupon,Non-Prime,Male,8
10882,Sports,Nike,46159.63,1,45698.03,2,91396.06,4.7,24549,North,Bengaluru,Amazon Pay,Delivered,Prime,Premium,Amazon App,Desktop,Renewed,Amazon,Returned,Excellent,Winter,Lightning Deal,Non-Prime,Female,2
10883,Fashion,Nike,48164.95,35,31307.22,1,31307.22,4.7,5277,North,Pune,Debit Card,Cancelled,Standard,New,Amazon.in,Desktop,Renewed,Amazon,Not Returned,Average,Spring,Coupon,Prime,Male,9
10884,Toys,boAt,56158.03,19,45488.0,9,409392.0,3.8,1780,West,Pune,Net Banking,Processing,Prime,VIP,Amazon App,Mobile,New,Amazon,Not Returned,Average,Spring,Coupon,Prime,Female,4
10885,Toys,Nike,81823.09,15,69549.63,3,208648.89,2.8,46579,North,Kolkata,Debit Card,Shipped,Express,VIP,Amazon.in,Desktop,New,Amazon,Returned,Excellent,Summer,Lightning Deal,Prime,Male,4
10886,Books,Amazon Basics,69248.73,2,67863.76,1,67863.76,3.9,45913,West,Kolkata,Credit Card,Cancelled,Prime,Premium,Desktop Web,Mobile,Renewed,Marketplace,Not Returned,Good,Winter,Festival Sale,Prime,Other,2
10887,Electronics,Sony,66372.69,55,29867.71,2,59735.42,4.1,14662,West,Chennai,UPI,Delivered,Same Day,Premium,Desktop Web,Tablet,Renewed,Marketplace,Not Returned,Excellent,Summer,No Promotion,Non-Prime,Other,1
10888,Sports,Amazon Basics,52768.2,29,37465.42,8,299723.36,4.6,31516,West,Visakhapatnam,UPI,Shipped,Standard,Regular,Mobile Web,Desktop,Renewed,Marketplace,Not Returned,Excellent,Summer,No Promotion,Prime,Female,10
10889,Beauty,Apple,9775.38,54,4496.67,5,22483.35,3.9,32161,North,Kolkata,Net Banking,Delivered,Standard,VIP,Desktop Web,Tablet,New,Amazon,Not Returned,Poor,Spring,No Promotion,Non-Prime,Other,7
10890,Electronics,Sony,40319.45,1,39916.26,7,279413.82,3.5,44499,West,Mumbai,Amazon Pay,Returned,Same Day,Regular,Mobile Web,Desktop,Renewed,Marketplace,Not Returned,Excellent,Spring,No Promotion,Prime,Male,10
10891,Grocery,Amazon Basics,95739.22,34,63187.89,6,379127.34,4.6,31886,North,Bengaluru,Net Banking,Processing,Same Day,VIP,Amazon App,Mobile,New,Amazon,Not Returned,Poor,Monsoon,Bank Offer,Non-Prime,Female,3
